Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area_encoded,Item_encoded
Turkey,Soybeans,1992,20652,593,27110,16.91,94,4
Turkey,Wheat,1992,20405,593,27110,17.68,94,6
Turkey,Wheat,1992,20405,593,27110,9.06,94,6
Turkey,Wheat,1992,20405,593,27110,10.77,94,6
Turkey,Wheat,1992,20405,593,27110,13.01,94,6
Turkey,Wheat,1992,20405,593,27110,16.91,94,6
Turkey,Maize,1993,45455,593,28042,18.82,94,1
Turkey,Maize,1993,45455,593,28042,9.96,94,1
Turkey,Maize,1993,45455,593,28042,11.45,94,1
Turkey,Maize,1993,45455,593,28042,13.32,94,1
Turkey,Maize,1993,45455,593,28042,17.39,94,1
Turkey,Potatoes,1993,242315,593,28042,18.82,94,2
Turkey,Potatoes,1993,242315,593,28042,9.96,94,2
Turkey,Potatoes,1993,242315,593,28042,11.45,94,2
Turkey,Potatoes,1993,242315,593,28042,13.32,94,2
Turkey,Potatoes,1993,242315,593,28042,17.39,94,2
Turkey,Soybeans,1993,23551,593,28042,18.82,94,4
Turkey,Soybeans,1993,23551,593,28042,9.96,94,4
Turkey,Soybeans,1993,23551,593,28042,11.45,94,4
Turkey,Soybeans,1993,23551,593,28042,13.32,94,4
Turkey,Soybeans,1993,23551,593,28042,17.39,94,4
Turkey,Wheat,1993,21642,593,28042,18.82,94,6
Turkey,Wheat,1993,21642,593,28042,9.96,94,6
Turkey,Wheat,1993,21642,593,28042,11.45,94,6
Turkey,Wheat,1993,21642,593,28042,13.32,94,6
Turkey,Wheat,1993,21642,593,28042,17.39,94,6
Turkey,Maize,1994,38181,593,24219,19.76,94,1
Turkey,Maize,1994,38181,593,24219,11.7,94,1
Turkey,Maize,1994,38181,593,24219,12.83,94,1
Turkey,Maize,1994,38181,593,24219,14.88,94,1
Turkey,Maize,1994,38181,593,24219,18.35,94,1
Turkey,Potatoes,1994,229189,593,24219,19.76,94,2
Turkey,Potatoes,1994,229189,593,24219,11.7,94,2
Turkey,Potatoes,1994,229189,593,24219,12.83,94,2
Turkey,Potatoes,1994,229189,593,24219,14.88,94,2
Turkey,Potatoes,1994,229189,593,24219,18.35,94,2
Turkey,Soybeans,1994,24138,593,24219,19.76,94,4
Turkey,Soybeans,1994,24138,593,24219,11.7,94,4
Turkey,Soybeans,1994,24138,593,24219,12.83,94,4
Turkey,Soybeans,1994,24138,593,24219,14.88,94,4
Turkey,Soybeans,1994,24138,593,24219,18.35,94,4
Turkey,Wheat,1994,17975,593,24219,19.76,94,6
Turkey,Wheat,1994,17975,593,24219,11.7,94,6
Turkey,Wheat,1994,17975,593,24219,12.83,94,6
Turkey,Wheat,1994,17975,593,24219,14.88,94,6
Turkey,Wheat,1994,17975,593,24219,18.35,94,6
Turkey,Maize,1995,37322,593,27328,19.15,94,1
Turkey,Maize,1995,37322,593,27328,10.93,94,1
Turkey,Maize,1995,37322,593,27328,12.06,94,1
Turkey,Maize,1995,37322,593,27328,14.14,94,1
Turkey,Maize,1995,37322,593,27328,17.64,94,1
Turkey,Potatoes,1995,237707,593,27328,19.15,94,2
Turkey,Potatoes,1995,237707,593,27328,10.93,94,2
Turkey,Potatoes,1995,237707,593,27328,12.06,94,2
Turkey,Potatoes,1995,237707,593,27328,14.14,94,2
Turkey,Potatoes,1995,237707,593,27328,17.64,94,2
Turkey,Soybeans,1995,24194,593,27328,19.15,94,4
Turkey,Soybeans,1995,24194,593,27328,10.93,94,4
Turkey,Soybeans,1995,24194,593,27328,12.06,94,4
Turkey,Soybeans,1995,24194,593,27328,14.14,94,4
Turkey,Soybeans,1995,24194,593,27328,17.64,94,4
Turkey,Wheat,1995,19315,593,27328,19.15,94,6
Turkey,Wheat,1995,19315,593,27328,10.93,94,6
Turkey,Wheat,1995,19315,593,27328,12.06,94,6
Turkey,Wheat,1995,19315,593,27328,14.14,94,6
Turkey,Wheat,1995,19315,593,27328,17.64,94,6
Turkey,Maize,1996,36396,593,30286,19.47,94,1
Turkey,Maize,1996,36396,593,30286,11.29,94,1
Turkey,Maize,1996,36396,593,30286,11.92,94,1
Turkey,Maize,1996,36396,593,30286,13.77,94,1
Turkey,Maize,1996,36396,593,30286,17.49,94,1
Turkey,Potatoes,1996,235756,593,30286,19.47,94,2
Turkey,Potatoes,1996,235756,593,30286,11.29,94,2
Turkey,Potatoes,1996,235756,593,30286,11.92,94,2
Turkey,Potatoes,1996,235756,593,30286,13.77,94,2
Turkey,Potatoes,1996,235756,593,30286,17.49,94,2
Turkey,Soybeans,1996,24390,593,30286,19.47,94,4
Turkey,Soybeans,1996,24390,593,30286,11.29,94,4
Turkey,Soybeans,1996,24390,593,30286,11.92,94,4
Turkey,Soybeans,1996,24390,593,30286,13.77,94,4
Turkey,Soybeans,1996,24390,593,30286,17.49,94,4
Turkey,Wheat,1996,19852,593,30286,19.47,94,6
Turkey,Wheat,1996,19852,593,30286,11.29,94,6
Turkey,Wheat,1996,19852,593,30286,11.92,94,6
Turkey,Wheat,1996,19852,593,30286,13.77,94,6
Turkey,Wheat,1996,19852,593,30286,17.49,94,6
Turkey,Maize,1997,38247,593,34431,18.65,94,1
Turkey,Maize,1997,38247,593,34431,10.13,94,1
Turkey,Maize,1997,38247,593,34431,11.34,94,1
Turkey,Maize,1997,38247,593,34431,13.16,94,1
Turkey,Maize,1997,38247,593,34431,17.2,94,1
Turkey,Potatoes,1997,241821,593,34431,18.65,94,2
Turkey,Potatoes,1997,241821,593,34431,10.13,94,2
Turkey,Potatoes,1997,241821,593,34431,11.34,94,2
Turkey,Potatoes,1997,241821,593,34431,13.16,94,2
Turkey,Potatoes,1997,241821,593,34431,17.2,94,2
Turkey,Soybeans,1997,21053,593,34431,18.65,94,4
Turkey,Soybeans,1997,21053,593,34431,10.13,94,4
Turkey,Soybeans,1997,21053,593,34431,11.34,94,4
Turkey,Soybeans,1997,21053,593,34431,13.16,94,4
Turkey,Soybeans,1997,21053,593,34431,17.2,94,4
Turkey,Wheat,1997,20174,593,34431,18.65,94,6
Turkey,Wheat,1997,20174,593,34431,10.13,94,6
Turkey,Wheat,1997,20174,593,34431,11.34,94,6
Turkey,Wheat,1997,20174,593,34431,13.16,94,6
Turkey,Wheat,1997,20174,593,34431,17.2,94,6
Turkey,Maize,1998,42192,593,30162,19.92,94,1
Turkey,Maize,1998,42192,593,30162,11.72,94,1
Turkey,Maize,1998,42192,593,30162,12.56,94,1
Turkey,Maize,1998,42192,593,30162,14.48,94,1
Turkey,Maize,1998,42192,593,30162,18.08,94,1
Turkey,Potatoes,1998,258890,593,30162,19.92,94,2
Turkey,Potatoes,1998,258890,593,30162,11.72,94,2
Turkey,Potatoes,1998,258890,593,30162,12.56,94,2
Turkey,Potatoes,1998,258890,593,30162,14.48,94,2
Turkey,Potatoes,1998,258890,593,30162,18.08,94,2
Turkey,Soybeans,1998,26087,593,30162,19.92,94,4
Turkey,Soybeans,1998,26087,593,30162,11.72,94,4
Turkey,Soybeans,1998,26087,593,30162,12.56,94,4
Turkey,Soybeans,1998,26087,593,30162,14.48,94,4
Turkey,Soybeans,1998,26087,593,30162,18.08,94,4
Turkey,Wheat,1998,22564,593,30162,19.92,94,6
Turkey,Wheat,1998,22564,593,30162,11.72,94,6
Turkey,Wheat,1998,22564,593,30162,12.56,94,6
Turkey,Wheat,1998,22564,593,30162,14.48,94,6
Turkey,Wheat,1998,22564,593,30162,18.08,94,6
Turkey,Maize,1999,44376,593,33089,20.02,94,1
Turkey,Maize,1999,44376,593,33089,11.69,94,1
Turkey,Maize,1999,44376,593,33089,13.02,94,1
Turkey,Maize,1999,44376,593,33089,15,94,1
Turkey,Maize,1999,44376,593,33089,18.74,94,1
Turkey,Potatoes,1999,272975,593,33089,20.02,94,2
Turkey,Potatoes,1999,272975,593,33089,11.69,94,2
Turkey,Potatoes,1999,272975,593,33089,13.02,94,2
Turkey,Potatoes,1999,272975,593,33089,15,94,2
Turkey,Potatoes,1999,272975,593,33089,18.74,94,2
Turkey,Soybeans,1999,27500,593,33089,20.02,94,4
Turkey,Soybeans,1999,27500,593,33089,11.69,94,4
Turkey,Soybeans,1999,27500,593,33089,13.02,94,4
Turkey,Soybeans,1999,27500,593,33089,15,94,4
Turkey,Soybeans,1999,27500,593,33089,18.74,94,4
Turkey,Wheat,1999,19409,593,33089,20.02,94,6
Turkey,Wheat,1999,19409,593,33089,11.69,94,6
Turkey,Wheat,1999,19409,593,33089,13.02,94,6
Turkey,Wheat,1999,19409,593,33089,15,94,6
Turkey,Wheat,1999,19409,593,33089,18.74,94,6
Turkey,Maize,2000,41605,593,33471,19.33,94,1
Turkey,Maize,2000,41605,593,33471,10.39,94,1
Turkey,Maize,2000,41605,593,33471,12.03,94,1
Turkey,Maize,2000,41605,593,33471,14.29,94,1
Turkey,Maize,2000,41605,593,33471,17.97,94,1
Turkey,Potatoes,2000,263762,593,33471,19.33,94,2
Turkey,Potatoes,2000,263762,593,33471,10.39,94,2
Turkey,Potatoes,2000,263762,593,33471,12.03,94,2
Turkey,Potatoes,2000,263762,593,33471,14.29,94,2
Turkey,Potatoes,2000,263762,593,33471,17.97,94,2
Turkey,Soybeans,2000,29667,593,33471,19.33,94,4
Turkey,Soybeans,2000,29667,593,33471,10.39,94,4
Turkey,Soybeans,2000,29667,593,33471,12.03,94,4
Turkey,Soybeans,2000,29667,593,33471,14.29,94,4
Turkey,Soybeans,2000,29667,593,33471,17.97,94,4
Turkey,Wheat,2000,22928,593,33471,19.33,94,6
Turkey,Wheat,2000,22928,593,33471,10.39,94,6
Turkey,Wheat,2000,22928,593,33471,12.03,94,6
Turkey,Wheat,2000,22928,593,33471,14.29,94,6
Turkey,Wheat,2000,22928,593,33471,17.97,94,6
Turkey,Maize,2001,40063,593,25539,20.09,94,1
Turkey,Maize,2001,40063,593,25539,12.32,94,1
Turkey,Maize,2001,40063,593,25539,13.16,94,1
Turkey,Maize,2001,40063,593,25539,15.11,94,1
Turkey,Maize,2001,40063,593,25539,18.63,94,1
Turkey,Potatoes,2001,250409,593,25539,20.09,94,2
Turkey,Potatoes,2001,250409,593,25539,12.32,94,2
Turkey,Potatoes,2001,250409,593,25539,13.16,94,2
Turkey,Potatoes,2001,250409,593,25539,15.11,94,2
Turkey,Potatoes,2001,250409,593,25539,18.63,94,2
Turkey,Soybeans,2001,33064,593,25539,20.09,94,4
Turkey,Soybeans,2001,33064,593,25539,12.32,94,4
Turkey,Soybeans,2001,33064,593,25539,13.16,94,4
Turkey,Soybeans,2001,33064,593,25539,15.11,94,4
Turkey,Soybeans,2001,33064,593,25539,18.63,94,4
Turkey,Wheat,2001,20765,593,25539,20.09,94,6
Turkey,Wheat,2001,20765,593,25539,12.32,94,6
Turkey,Wheat,2001,20765,593,25539,13.16,94,6
Turkey,Wheat,2001,20765,593,25539,15.11,94,6
Turkey,Wheat,2001,20765,593,25539,18.63,94,6
Turkey,Maize,2002,42163,593,27915,19.54,94,1
Turkey,Maize,2002,42163,593,27915,10.81,94,1
Turkey,Maize,2002,42163,593,27915,12.24,94,1
Turkey,Maize,2002,42163,593,27915,14.51,94,1
Turkey,Maize,2002,42163,593,27915,18.18,94,1
Turkey,Potatoes,2002,262966,593,27915,19.54,94,2
Turkey,Potatoes,2002,262966,593,27915,10.81,94,2
Turkey,Potatoes,2002,262966,593,27915,12.24,94,2
Turkey,Potatoes,2002,262966,593,27915,14.51,94,2
Turkey,Potatoes,2002,262966,593,27915,18.18,94,2
Turkey,Soybeans,2002,29412,593,27915,19.54,94,4
Turkey,Soybeans,2002,29412,593,27915,10.81,94,4
Turkey,Soybeans,2002,29412,593,27915,12.24,94,4
Turkey,Soybeans,2002,29412,593,27915,14.51,94,4
Turkey,Soybeans,2002,29412,593,27915,18.18,94,4
Turkey,Wheat,2002,21006,593,27915,19.54,94,6
Turkey,Wheat,2002,21006,593,27915,10.81,94,6
Turkey,Wheat,2002,21006,593,27915,12.24,94,6
Turkey,Wheat,2002,21006,593,27915,14.51,94,6
Turkey,Wheat,2002,21006,593,27915,18.18,94,6
Turkey,Maize,2004,55076,593,28831,19.48,94,1
Turkey,Maize,2004,55076,593,28831,10.99,94,1
Turkey,Maize,2004,55076,593,28831,12.26,94,1
Turkey,Maize,2004,55076,593,28831,14.23,94,1
Turkey,Maize,2004,55076,593,28831,17.97,94,1
Turkey,Potatoes,2004,268306,593,28831,19.48,94,2
Turkey,Potatoes,2004,268306,593,28831,10.99,94,2
Turkey,Potatoes,2004,268306,593,28831,12.26,94,2
Turkey,Potatoes,2004,268306,593,28831,14.23,94,2
Turkey,Potatoes,2004,268306,593,28831,17.97,94,2
Turkey,Sorghum,2004,23333,593,28831,19.48,94,3
Turkey,Sorghum,2004,23333,593,28831,10.99,94,3
Turkey,Sorghum,2004,23333,593,28831,12.26,94,3
Turkey,Sorghum,2004,23333,593,28831,14.23,94,3
Turkey,Sorghum,2004,23333,593,28831,17.97,94,3
Turkey,Soybeans,2004,35714,593,28831,19.48,94,4
Turkey,Soybeans,2004,35714,593,28831,10.99,94,4
Turkey,Soybeans,2004,35714,593,28831,12.26,94,4
Turkey,Soybeans,2004,35714,593,28831,14.23,94,4
Turkey,Soybeans,2004,35714,593,28831,17.97,94,4
Turkey,Wheat,2004,22658,593,28831,19.48,94,6
Turkey,Wheat,2004,22658,593,28831,10.99,94,6
Turkey,Wheat,2004,22658,593,28831,12.26,94,6
Turkey,Wheat,2004,22658,593,28831,14.23,94,6
Turkey,Wheat,2004,22658,593,28831,17.97,94,6
Turkey,Maize,2005,70000,593,40332,19.44,94,1
Turkey,Maize,2005,70000,593,40332,11.24,94,1
Turkey,Maize,2005,70000,593,40332,12.2,94,1
Turkey,Maize,2005,70000,593,40332,14.23,94,1
Turkey,Maize,2005,70000,593,40332,17.78,94,1
Turkey,Potatoes,2005,266540,593,40332,19.44,94,2
Turkey,Potatoes,2005,266540,593,40332,11.24,94,2
Turkey,Potatoes,2005,266540,593,40332,12.2,94,2
Turkey,Potatoes,2005,266540,593,40332,14.23,94,2
Turkey,Potatoes,2005,266540,593,40332,17.78,94,2
Turkey,Sorghum,2005,23256,593,40332,19.44,94,3
Turkey,Sorghum,2005,23256,593,40332,11.24,94,3
Turkey,Sorghum,2005,23256,593,40332,12.2,94,3
Turkey,Sorghum,2005,23256,593,40332,14.23,94,3
Turkey,Sorghum,2005,23256,593,40332,17.78,94,3
Turkey,Soybeans,2005,33721,593,40332,19.44,94,4
Turkey,Soybeans,2005,33721,593,40332,11.24,94,4
Turkey,Soybeans,2005,33721,593,40332,12.2,94,4
Turkey,Soybeans,2005,33721,593,40332,14.23,94,4
Turkey,Soybeans,2005,33721,593,40332,17.78,94,4
Turkey,Wheat,2005,23309,593,40332,19.44,94,6
Turkey,Wheat,2005,23309,593,40332,11.24,94,6
Turkey,Wheat,2005,23309,593,40332,12.2,94,6
Turkey,Wheat,2005,23309,593,40332,14.23,94,6
Turkey,Wheat,2005,23309,593,40332,17.78,94,6
Turkey,Maize,2006,72139,593,27421,19.44,94,1
Turkey,Maize,2006,72139,593,27421,11.12,94,1
Turkey,Maize,2006,72139,593,27421,11.96,94,1
Turkey,Maize,2006,72139,593,27421,14.11,94,1
Turkey,Maize,2006,72139,593,27421,17.71,94,1
Turkey,Potatoes,2006,276077,593,27421,19.44,94,2
Turkey,Potatoes,2006,276077,593,27421,11.12,94,2
Turkey,Potatoes,2006,276077,593,27421,11.96,94,2
Turkey,Potatoes,2006,276077,593,27421,14.11,94,2
Turkey,Potatoes,2006,276077,593,27421,17.71,94,2
Turkey,Sorghum,2006,26023,593,27421,19.44,94,3
Turkey,Sorghum,2006,26023,593,27421,11.12,94,3
Turkey,Sorghum,2006,26023,593,27421,11.96,94,3
Turkey,Sorghum,2006,26023,593,27421,14.11,94,3
Turkey,Sorghum,2006,26023,593,27421,17.71,94,3
Turkey,Soybeans,2006,39688,593,27421,19.44,94,4
Turkey,Soybeans,2006,39688,593,27421,11.12,94,4
Turkey,Soybeans,2006,39688,593,27421,11.96,94,4
Turkey,Soybeans,2006,39688,593,27421,14.11,94,4
Turkey,Soybeans,2006,39688,593,27421,17.71,94,4
Turkey,Wheat,2006,23595,593,27421,19.44,94,6
Turkey,Wheat,2006,23595,593,27421,11.12,94,6
Turkey,Wheat,2006,23595,593,27421,11.96,94,6
Turkey,Wheat,2006,23595,593,27421,14.11,94,6
Turkey,Wheat,2006,23595,593,27421,17.71,94,6
Turkey,Maize,2007,68381,593,48715.51,19.82,94,1
Turkey,Maize,2007,68381,593,48715.51,11.87,94,1
Turkey,Maize,2007,68381,593,48715.51,12.91,94,1
Turkey,Maize,2007,68381,593,48715.51,14.98,94,1
Turkey,Maize,2007,68381,593,48715.51,18.6,94,1
Turkey,Potatoes,2007,276422,593,48715.51,19.82,94,2
Turkey,Potatoes,2007,276422,593,48715.51,11.87,94,2
Turkey,Potatoes,2007,276422,593,48715.51,12.91,94,2
Turkey,Potatoes,2007,276422,593,48715.51,14.98,94,2
Turkey,Potatoes,2007,276422,593,48715.51,18.6,94,2
Turkey,Sorghum,2007,32222,593,48715.51,19.82,94,3
Turkey,Sorghum,2007,32222,593,48715.51,11.87,94,3
Turkey,Sorghum,2007,32222,593,48715.51,12.91,94,3
Turkey,Sorghum,2007,32222,593,48715.51,14.98,94,3
Turkey,Sorghum,2007,32222,593,48715.51,18.6,94,3
Turkey,Soybeans,2007,35350,593,48715.51,19.82,94,4
Turkey,Soybeans,2007,35350,593,48715.51,11.87,94,4
Turkey,Soybeans,2007,35350,593,48715.51,12.91,94,4
Turkey,Soybeans,2007,35350,593,48715.51,14.98,94,4
Turkey,Soybeans,2007,35350,593,48715.51,18.6,94,4
Turkey,Wheat,2007,21675,593,48715.51,19.82,94,6
Turkey,Wheat,2007,21675,593,48715.51,11.87,94,6
Turkey,Wheat,2007,21675,593,48715.51,12.91,94,6
Turkey,Wheat,2007,21675,593,48715.51,14.98,94,6
Turkey,Wheat,2007,21675,593,48715.51,18.6,94,6
Turkey,Maize,2008,71988,593,37640.2,19.92,94,1
Turkey,Maize,2008,71988,593,37640.2,11.33,94,1
Turkey,Maize,2008,71988,593,37640.2,12.7,94,1
Turkey,Maize,2008,71988,593,37640.2,14.91,94,1
Turkey,Maize,2008,71988,593,37640.2,18.47,94,1
Turkey,Potatoes,2008,282947,593,37640.2,19.92,94,2
Turkey,Potatoes,2008,282947,593,37640.2,11.33,94,2
Turkey,Potatoes,2008,282947,593,37640.2,12.7,94,2
Turkey,Potatoes,2008,282947,593,37640.2,14.91,94,2
Turkey,Potatoes,2008,282947,593,37640.2,18.47,94,2
Turkey,Sorghum,2008,30811,593,37640.2,19.92,94,3
Turkey,Sorghum,2008,30811,593,37640.2,11.33,94,3
Turkey,Sorghum,2008,30811,593,37640.2,12.7,94,3
Turkey,Sorghum,2008,30811,593,37640.2,14.91,94,3
Turkey,Sorghum,2008,30811,593,37640.2,18.47,94,3
Turkey,Soybeans,2008,36490,593,37640.2,19.92,94,4
Turkey,Soybeans,2008,36490,593,37640.2,11.33,94,4
Turkey,Soybeans,2008,36490,593,37640.2,12.7,94,4
Turkey,Soybeans,2008,36490,593,37640.2,14.91,94,4
Turkey,Soybeans,2008,36490,593,37640.2,18.47,94,4
Turkey,Wheat,2008,23451,593,37640.2,19.92,94,6
Turkey,Wheat,2008,23451,593,37640.2,11.33,94,6
Turkey,Wheat,2008,23451,593,37640.2,12.7,94,6
Turkey,Wheat,2008,23451,593,37640.2,14.91,94,6
Turkey,Wheat,2008,23451,593,37640.2,18.47,94,6
Turkey,Maize,2009,71878,593,37651.15,19.94,94,1
Turkey,Maize,2009,71878,593,37651.15,11.63,94,1
Turkey,Maize,2009,71878,593,37651.15,12.75,94,1
Turkey,Maize,2009,71878,593,37651.15,14.95,94,1
Turkey,Maize,2009,71878,593,37651.15,18.41,94,1
Turkey,Potatoes,2009,305986,593,37651.15,19.94,94,2
Turkey,Potatoes,2009,305986,593,37651.15,11.63,94,2
Turkey,Potatoes,2009,305986,593,37651.15,12.75,94,2
Turkey,Potatoes,2009,305986,593,37651.15,14.95,94,2
Turkey,Potatoes,2009,305986,593,37651.15,18.41,94,2
Turkey,Sorghum,2009,51316,593,37651.15,19.94,94,3
Turkey,Sorghum,2009,51316,593,37651.15,11.63,94,3
Turkey,Sorghum,2009,51316,593,37651.15,12.75,94,3
Turkey,Sorghum,2009,51316,593,37651.15,14.95,94,3
Turkey,Sorghum,2009,51316,593,37651.15,18.41,94,3
Turkey,Soybeans,2009,36570,593,37651.15,19.94,94,4
Turkey,Soybeans,2009,36570,593,37651.15,11.63,94,4
Turkey,Soybeans,2009,36570,593,37651.15,12.75,94,4
Turkey,Soybeans,2009,36570,593,37651.15,14.95,94,4
Turkey,Soybeans,2009,36570,593,37651.15,18.41,94,4
Turkey,Wheat,2009,25667,593,37651.15,19.94,94,6
Turkey,Wheat,2009,25667,593,37651.15,11.63,94,6
Turkey,Wheat,2009,25667,593,37651.15,12.75,94,6
Turkey,Wheat,2009,25667,593,37651.15,14.95,94,6
Turkey,Wheat,2009,25667,593,37651.15,18.41,94,6
Turkey,Maize,2010,72614,593,38554.69,21.02,94,1
Turkey,Maize,2010,72614,593,38554.69,13.27,94,1
Turkey,Maize,2010,72614,593,38554.69,13.8,94,1
Turkey,Maize,2010,72614,593,38554.69,15.6,94,1
Turkey,Maize,2010,72614,593,38554.69,19.27,94,1
Turkey,Potatoes,2010,323303,593,38554.69,21.02,94,2
Turkey,Potatoes,2010,323303,593,38554.69,13.27,94,2
Turkey,Potatoes,2010,323303,593,38554.69,13.8,94,2
Turkey,Potatoes,2010,323303,593,38554.69,15.6,94,2
Turkey,Potatoes,2010,323303,593,38554.69,19.27,94,2
Turkey,Sorghum,2010,70968,593,38554.69,21.02,94,3
Turkey,Sorghum,2010,70968,593,38554.69,13.27,94,3
Turkey,Sorghum,2010,70968,593,38554.69,13.8,94,3
Turkey,Sorghum,2010,70968,593,38554.69,15.6,94,3
Turkey,Sorghum,2010,70968,593,38554.69,19.27,94,3
Turkey,Soybeans,2010,36869,593,38554.69,21.02,94,4
Turkey,Soybeans,2010,36869,593,38554.69,13.27,94,4
Turkey,Soybeans,2010,36869,593,38554.69,13.8,94,4
Turkey,Soybeans,2010,36869,593,38554.69,15.6,94,4
Turkey,Soybeans,2010,36869,593,38554.69,19.27,94,4
Turkey,Wheat,2010,24400,593,38554.69,21.02,94,6
Turkey,Wheat,2010,24400,593,38554.69,13.27,94,6
Turkey,Wheat,2010,24400,593,38554.69,13.8,94,6
Turkey,Wheat,2010,24400,593,38554.69,15.6,94,6
Turkey,Wheat,2010,24400,593,38554.69,19.27,94,6
Turkey,Maize,2011,71707,593,39534.43,19.36,94,1
Turkey,Maize,2011,71707,593,39534.43,10.39,94,1
Turkey,Maize,2011,71707,593,39534.43,11.6,94,1
Turkey,Maize,2011,71707,593,39534.43,13.65,94,1
Turkey,Maize,2011,71707,593,39534.43,17.6,94,1
Turkey,Potatoes,2011,324041,593,39534.43,19.36,94,2
Turkey,Potatoes,2011,324041,593,39534.43,10.39,94,2
Turkey,Potatoes,2011,324041,593,39534.43,11.6,94,2
Turkey,Potatoes,2011,324041,593,39534.43,13.65,94,2
Turkey,Potatoes,2011,324041,593,39534.43,17.6,94,2
Turkey,Sorghum,2011,69231,593,39534.43,19.36,94,3
Turkey,Sorghum,2011,69231,593,39534.43,10.39,94,3
Turkey,Sorghum,2011,69231,593,39534.43,11.6,94,3
Turkey,Sorghum,2011,69231,593,39534.43,13.65,94,3
Turkey,Sorghum,2011,69231,593,39534.43,17.6,94,3
Turkey,Soybeans,2011,38704,593,39534.43,19.36,94,4
Turkey,Soybeans,2011,38704,593,39534.43,10.39,94,4
Turkey,Soybeans,2011,38704,593,39534.43,11.6,94,4
Turkey,Soybeans,2011,38704,593,39534.43,13.65,94,4
Turkey,Soybeans,2011,38704,593,39534.43,17.6,94,4
Turkey,Wheat,2011,27038,593,39534.43,19.36,94,6
Turkey,Wheat,2011,27038,593,39534.43,10.39,94,6
Turkey,Wheat,2011,27038,593,39534.43,11.6,94,6
Turkey,Wheat,2011,27038,593,39534.43,13.65,94,6
Turkey,Wheat,2011,27038,593,39534.43,17.6,94,6
Turkey,Maize,2012,73884,593,42610.59,19.92,94,1
Turkey,Maize,2012,73884,593,42610.59,11.45,94,1
Turkey,Maize,2012,73884,593,42610.59,12.71,94,1
Turkey,Maize,2012,73884,593,42610.59,14.97,94,1
Turkey,Maize,2012,73884,593,42610.59,18.54,94,1
Turkey,Potatoes,2012,280384,593,42610.59,19.92,94,2
Turkey,Potatoes,2012,280384,593,42610.59,11.45,94,2
Turkey,Potatoes,2012,280384,593,42610.59,12.71,94,2
Turkey,Potatoes,2012,280384,593,42610.59,14.97,94,2
Turkey,Potatoes,2012,280384,593,42610.59,18.54,94,2
Turkey,Sorghum,2012,76000,593,42610.59,19.92,94,3
Turkey,Sorghum,2012,76000,593,42610.59,11.45,94,3
Turkey,Sorghum,2012,76000,593,42610.59,12.71,94,3
Turkey,Sorghum,2012,76000,593,42610.59,14.97,94,3
Turkey,Sorghum,2012,76000,593,42610.59,18.54,94,3
Turkey,Soybeans,2012,36394,593,42610.59,19.92,94,4
Turkey,Soybeans,2012,36394,593,42610.59,11.45,94,4
Turkey,Soybeans,2012,36394,593,42610.59,12.71,94,4
Turkey,Soybeans,2012,36394,593,42610.59,14.97,94,4
Turkey,Soybeans,2012,36394,593,42610.59,18.54,94,4
Turkey,Wheat,2012,26723,593,42610.59,19.92,94,6
Turkey,Wheat,2012,26723,593,42610.59,11.45,94,6
Turkey,Wheat,2012,26723,593,42610.59,12.71,94,6
Turkey,Wheat,2012,26723,593,42610.59,14.97,94,6
Turkey,Wheat,2012,26723,593,42610.59,18.54,94,6
Turkey,Maize,2013,89499,593,39440,20.22,94,1
Turkey,Maize,2013,89499,593,39440,13.27,94,1
Turkey,Maize,2013,89499,593,39440,14.07,94,1
Turkey,Maize,2013,89499,593,39440,16.02,94,1
Turkey,Maize,2013,89499,593,39440,19.21,94,1
Turkey,Potatoes,2013,315329,593,39440,20.22,94,2
Turkey,Potatoes,2013,315329,593,39440,13.27,94,2
Turkey,Potatoes,2013,315329,593,39440,14.07,94,2
Turkey,Potatoes,2013,315329,593,39440,16.02,94,2
Turkey,Potatoes,2013,315329,593,39440,19.21,94,2
Turkey,Sorghum,2013,26544,593,39440,20.22,94,3
Turkey,Sorghum,2013,26544,593,39440,13.27,94,3
Turkey,Sorghum,2013,26544,593,39440,14.07,94,3
Turkey,Sorghum,2013,26544,593,39440,16.02,94,3
Turkey,Sorghum,2013,26544,593,39440,19.21,94,3
Turkey,Soybeans,2013,41609,593,39440,20.22,94,4
Turkey,Soybeans,2013,41609,593,39440,13.27,94,4
Turkey,Soybeans,2013,41609,593,39440,14.07,94,4
Turkey,Soybeans,2013,41609,593,39440,16.02,94,4
Turkey,Soybeans,2013,41609,593,39440,19.21,94,4
Turkey,Wheat,2013,28451,593,39440,20.22,94,6
Turkey,Wheat,2013,28451,593,39440,13.27,94,6
Turkey,Wheat,2013,28451,593,39440,14.07,94,6
Turkey,Wheat,2013,28451,593,39440,16.02,94,6
Turkey,Wheat,2013,28451,593,39440,19.21,94,6
Uganda,Cassava,1990,83010,1180,72,23.36,95,0
Uganda,Maize,1990,15012,1180,72,23.36,95,1
Uganda,Potatoes,1990,70000,1180,72,23.36,95,2
Uganda,Sorghum,1990,15000,1180,72,23.36,95,3
Uganda,Soybeans,1990,9927,1180,72,23.36,95,4
Uganda,Sweet potatoes,1990,41009,1180,72,23.36,95,5
Uganda,Wheat,1990,20000,1180,72,23.36,95,6
Uganda,Cassava,1991,83008,1180,72,23.3,95,0
Uganda,Maize,1991,13500,1180,72,23.3,95,1
